songinfo,lyrics,year
JIMMY BUFFETT - MARGARITAVILLE LYRICS,"Jimmy Buffett Miscellaneous Margaritaville    By: Jimmy Buffett  1977  Nibblin on sponge cake  Watchin the sun bake  All of those tourists covered with oil  Strummin my six-string  On my front porch swing  Smell those shrimp theyre beginnin to boil   Chorus:  Wastin away again in Margaritaville  Searching for my lost shaker of salt  Some people claim that theres a woman to blame  But I know its nobodys fault   I dont know the reason  I stayed here all season  Nothin to show but this brand new tattoo  But its a real beauty  A Mexican cutie  How it got here I havent a clue   Chorus:  Wastin away again in Margaritaville  Searchin for my lost shaker of salt  Some people claim that theres a woman to blame  Now I think  Hell, it could be my fault   I blew out my flip-flop  Stepped on a pop-top  Cut my heel had to cruise on back home  But theres booze in the blender  And soon it will render  That frozen concoction that helps me hang on   Wastin away again in Margaritaville  Searching for my lost shaker of salt  Some people claim that theres a woman to blame  But I know its my own damn fault  Yes and some people claim that theres a woman to blame  And I know its my own damn fault",1977
VANITY FARE - HITCHIN' A RIDE LYRICS,"A thumb goes up, a car goes by Its nearly 1 AM and here am I Hitchin a ride, hitchin a ride Gotta get me home by the mornin light  Ive got no fare to ride a train Im nearly drownin in the pourin rain Hitchin a ride, hitchin a ride Gotta get me home to my babys side  Ride, ride, ride, hitchin a ride Ride, ride, ride, hitchin a ride  Long-distance call I got today She sounded lonely, so Im on my way Hitchin a ride, hitchin a ride Gotta get me home to keep her satisfied  Ride, ride, ride, hitchin a ride Ride, ride, ride, hitchin a ride  A thumb goes up, a car goes by Wont somebody stop to help a guy Hitchin a ride, hitchin a ride Ive been away too long from my babys side  Ride, ride, ride, hitchin a ride Ride, ride, ride, hitchin a ride  Ride, ride  Ride, ride",1970
MAC - CHIRPY CHIRPY CHEEP CHEEP LYRICS,"Mac Miscellaneous Chirpy Chirpy Cheep Cheep CHIRPY CHIRPY CHEEP CHEEP Mac & Katie Kissoon  Wheres your momma gone (Wheres your momma gone) Little baby bird (Little baby bird) Wheres your momma gone (Wheres your momma gone) Far far away far far awayayay...  REFRAIN  Last night I heard my momma singing this song Ooh wee chirpy chirpy cheep cheep Woke up this morning and my momma was gone Ooh wee chirpy chirpy cheep cheep Chirpy chirpy cheep cheep chirp  Wheres your momma gone (Wheres your momma gone) Little baby bird (Little baby bird) Wheres your momma gone (Wheres your momma gone) Far far away Wheres your poppa gone (Wheres your poppa gone) Little baby bird (Little baby bird) Wheres your poppa gone (Wheres your poppa gone) Far far away far far awayayay...  REFRAIN  REPEAT REFAIN  REPEAT REFRAIN AGAIN  Wheres your momma gone (Wheres your momma gone) Little baby bird (Little baby bird) Wheres your momma gone (Wheres your momma gone) Far far away  [begin fading] Wheres your poppa gone (Wheres your poppa gone) Little baby bird (Little baby bird) Wheres...  [email protected] or Tom Mazanec to humans ----  CHIRPY CHIRPY CHEEP CHEEP  G D G 1. Wheres your Mama gone (Wheres your Mama gone) G D G Little Baby done (Little Baby done) G D G Wheres your Mama gone (Wheres your Mama gone) C G D Far, far away  G D G 2. Wheres your Papa gone (Wheres your Papa gone) G D G Little Baby done (Little Baby done) G D G Wheres your Papa gone (Wheres your Papa gone) C G D Far, far away C G F D Far, far away  G C G Ref.: Last night I heard my Mama singing a song C D C D Ooowee, chirpy chirpy cheep cheep G C G Woke up this morning and my Mama was gone C D C D Ooowee, chirpy chirpy cheep cheep C D G Chirpy chirpy cheep cheep chirp  1. Wheres your Mama ...  2. Wheres your Papa  Ref.: Last night ...  A D A Ref.: Last night I heard my Mama singing a song D E D E Ooowee, chirpy chirpy cheep cheep A D A Woke up this morning and my Mama was gone D E D E Ooowee, chirpy chirpy cheep cheep D E A Chirpy chirpy cheep cheep chirp  Ref.: Last night ... (2x)",1971
EARTH WIND AND FIRE - SING A SONG LYRICS,"Earth Wind And Fire Gratitude Sing A Song When you feel down and out  Sing a song, itll make your day  Heres a time to shout  Sing a song, itll make a way  Sometimes its hard to care  Sing a song, itll make your day  A smile so hard to bear  Sing a song, itll make a way   Singasong  Singasong  Singasong  Singasong   Bring your heart to believing  Sing a song, itll make your day  Life aint about no retrieving  Sing a song, itll make a way  Give yourself what you need  Sing a song, itll make your day  Smile, smile smile and believe  Sing a song, itll make a way   Singasong  Singasong  Singasong  Singasong",1976
THE SPINNERS - IT'S A SHAME LYRICS,"Its a shame, the way you mess around with your man Its a shame the way you hurt me Its a shame, the way you mess around with your man Im sitting all alone, by the telephone Waiting for your call, when you dont call at all  Its a shame (shame) the way you mess around with your man Its a shame (shame) the way you play with my emotions Its a shame (shame) the way you mess around with your man Youre like a child at play, on a sunny day Cause you play with love, and then you throw it away  Why do you use me, try to confuse me How can you stand, to be so cruel Why dont you free me, from this prison Where I serve my time as your fool  Its a shame (shame) the way you mess around with your man Its a shame (shame) the way you hurt me Its a shame (shame) the way you mess around with your man I try to stay with you, show you love so true But you wont appreciate, the love we try to make  Oh, its got to be a shame  Why do you use me, try to confuse me How can you stand, to be so cruel Why dont you free me, from this prison Where I serve my time as your fool  Got to be a shame (shame) the way you mess around with your man Ohhh, its a shame (shame) the way you hurt me Its a shame (shame) the way you mess around with your man Youve got my heart in chains, and I must complain I just cant be content, oh look at (muttering)  Got to, got to, be a shame",1970
JERRY REED - AMOS MOSES LYRICS,"Yeah, here comes Amos  Now Amos Moses was a Cajun He lived by himself in the swamp He hunted alligators for a livin He just knock em in the head with a stump The Louisiana law gonna get ya Amos It aint legal hunting alligators down in the swamp, boy  Now everybody blamed his old man For makin him mean as a snake When Amos Moses was a boy His daddy would use him for alligator bait Tie a rope around his waist, and throw him in the swamp Alligator bait in the Louisiana bayou  About 45 minutes southeast of Thibodeaux, Louisiana Lived a man called Doc Milsap and his pretty wife Hanna Well they raised up a son who could eat up his weight in groceries Named him after a man of the cloth Called him Amos Moses  Now the folks around south Louisiana Said Amos was a hell of a man He could trap the biggest, the meanest alligator And just use one hand Thats all he got left cause the alligator bit it Left arm gone clean up to the elbow  Well the sheriff got wind that Amos Was in the swamp trappin alligator skins So he snuck in the swamp, gonna get the boy But he never come out again Well, I wonder where the Louisiana sheriff went to Well you can sure get lost in a Louisiana bayou  About 45 minutes southeast of Thibodeaux, Louisiana Lived a cat called Doc Milsap and his pretty wife Hanna Well they raised up a son who could eat up his weight in groceries Named him after a man of the cloth Called him Amos Moses",1971
MCFADDEN - AIN'T NO STOPPIN' US NOW LYRICS,"McFadden Miscellaneous Aint No Stoppin Us Now Aint No Stoppin Us Now!  Were on the move!  Aint No Stoppin Us Now!  Weve got the groove!   Theres been so many things thats held us down.  But now it looks like things are finally comin around.  I know weve got, a long long way to go,  and where well end up, I dont know.  But we wont let nothin hold us back,  were putting our selves together,  were polishing up our act!  If you felt weve been held down before,  I know youll refuse to be held down anymore!   Dont you let nothing, nothing,  Stand in your way!  I want yall to listen, listen,  to every word I say, every word I say!   Aint No Stoppin Us Now!  Were on the move!  Aint No Stoppin Us Now!  Weve got the groove!   Aint No Stoppin Us Now!  Were on the move!  Aint No Stoppin Us Now!  Weve got the groove!   I know you know someone that has a negative vow,  and if youre trying to make it they only push you aside.  They really dont have, no where to go.  Ask them where theyre going, they dont know.  But we wont let nothin hold us back,  were gonna put our selves together,  were gonna polish up our act!  And if youve ever been held down before,  I know youll refuse to be held down anymore!   Dont you let nothing, nothing,  Stand in your way!  I want yall to listen, listen,  to every word I say, every word I say!   Aint No Stoppin Us Now!  Were on the move!  Aint No Stoppin Us Now!  Weve got the groove!   Aint No Stoppin Us Now!  Were on the move!  Aint No Stoppin Us Now!  Weve got the groove! From: Flavius Vinicius G Oliveira",1979
MOUTH AND MACNEAL - HOW DO YOU DO LYRICS,Once I said I wanted you I dont remember why I often wonder if its true That you could make me cry I only know its long ago You said I love you too But I got one solution that Were gonna start anew How do you do Mm Mm I thought Wa-na Na-na Na-na Just me and you And then we can Na-na Na-na Just like before And you will say Na-na Na-na Please give me more And you will think Na-na Na-na Hey thats what Im living for How do you do Uh huh I thought Why na Na-na Just me and you And then we can Na-na Na-na Just like before And you will say Na-na Na-na Please give me more And you will think Na-na Na-na Hey thats what Im living for Once I said I wanted you And I remember why I often wonder if its true You still can make me cry And now its not so long ago You said I love you true Cause I had one solution left And thats we start anew How do you do Uh huh I thought Wa-na Na-na Just me and you And then we can Na-na Na-na Just like before And you will say Na-na Na-na Please give me more And you will think Na-na Na-na Hey thats what Im living for How do you do Uh huh I thought By na Na-na Just me and you And then we can Na-na Na-na Just like before And you will say Na-na Na-na Please give me more And you will think Na-na Na-na Hey thats what Im living for How do you do Uh-huh La-la-la-la... Hey thats what Im living for How do you do La-la La-la La-la-la-la-la...,1972
SAMMY JOHNS - CHEVY VAN LYRICS,"I gave a girl a ride in my wagon She crawled in and took control She was tired as her mind was draggin I said get some sleep and dream of rock and roll  Cause like a picture she was laying there Moonlight dancing off her hair She woke up and took me by the hand Shes gonna love me in my Chevy van And thats all right with me  Her young face was like that of an angel Her long legs were tanned and brown Better keep your eyes on the road, son Better slow this vehicle down  Cause like a picture she was laying there Moonlight dancing off her hair She woke up and took me by the hand Shes gonna love me in my Chevy van And thats all right with me  I put her out in a town that was so small You could throw a rock from end to end A dirt road main street, she walked off in bare feet Its a shame I wont be passin through again  Cause like a picture she was laying there Moonlight dancing off her hair She woke up and took me by the hand We made love in my Chevy van And thats all right with me  Cause like a picture she was laying there Moonlight dancing off her hair She woke up and took me by the hand We made love in my Chevy van And thats all right with me  Cause like a picture she was laying there Moonlight dancing off her hair She woke up and took me by the hand We made love in my Chevy van",1975
THE TEMPTATIONS - BALL OF CONFUSION (THAT'S WHAT THE WORLD IS TODAY) LYRICS,"One, two One, two, three, four  People moving out, people moving in Why? Because of the color of their skin Run, run, run but you sure cant hide An eye for an eye, a tooth for a tooth Vote for me and Ill set you free Rap on, brother, rap on  Well, the only person talking about love thy brother is the preacher And it seems nobodys interested in learning but the teacher Segregation, determination, demonstration, integration Aggravation, humiliation, obligation to my nation  Ball of confusion Oh yeah, thats what the world is today Woo, hey, hey  The sale of pills are at an all time high Young folks walking round with their heads in the sky The cities ablaze in the summer time And oh, the beat goes on  Evolution, revolution, gun control, sound of soul Shooting rockets to the moon, kids growing up too soon Politicians say more taxes will solve everything And the band played on  So, round and around and around we go Where the worlds headed, said nobody knows Oh, great Googamooga Cant you hear me talking to you?  Just a ball of confusion Oh yeah, thats what the world is today Woo, hey, hey  Fear in the air, tension everywhere Unemployment rising fast, the Beatles new records a gas And the only safe place to live is on an Indian reservation And the band played on  Eve of destruction, tax deduction, city inspectors, bill collectors Mod clothes in demand, population out of hand, suicide, too many bills Hippies moving to the hills, people all over the world are shouting End the war and the band played on  Great Googamooga Cant you hear me talking to you?  Its a ball of confusion Thats what the world is today, hey, hey Let me hear ya, let me hear ya, let me hear ya  Sayin ball of confusion Thats what the world is today, hey, hey Let me hear ya, let me hear ya Let me hear ya, let me hear ya, let me hear ya Sayin ball of confusion",1970
CHARLIE RICH - A VERY SPECIAL LOVE SONG LYRICS,"Babe, somewhere I know Im gonna find it babe Itll have my love behind it And it will be a symphony of all you mean to me A very special love song  And babe, if theres a way you know Im gonna say it babe Theres a melody Ill play it and Ill play it through Especially for you and all the words are true A very special love song  So dont be surprised if youre sitting alone and you hear it Cause Im gonna sing it to the whole big lonely world So turn your radio way down low and get near it And Ill tell the world I love you girl  Babe, if theres an ounce of love Im gonna give it to you babe If theres a breath of life Im gonna live it everyday for you And oh the whole night through singing just for you A very special love song for you",1974
ELTON JOHN - DON'T LET THE SUN GO DOWN ON ME LYRICS,I cant light No more of your darkness All my pictures Seem to fade to black and white Im growing tired And time stands still before me Frozen here on the ladder of my life Too late to save myself from falling  I took a chance and changed your way of life But you misread my meaning when I met you Close the door and left me blind by the light Dont let the sun go down on me (dont let the sun) Although I search myself its always someone else I see Id just allow a fragment  (dont let the sun) of your life  To wander f-r-e-e... By losing everything Is like the sun going down on me I cant find Oh the right romantic line But see me once and see the way I feel  Dont discard me just because you think I mean you harm But these cuts I have  Oh they need love to help them heal Dont let the sun go down on me (dont let the sun) Although I search myself its always someone else I see Id just allow a fragment (dont let the sun) of your life  To wander f-r-e-e... By losing everything Is like the sun going down on me  Dont let the sun go down on me (dont let the sun) Although I search myself its always someone else I see Id just allow a fragment (dont let the sun) of your life To wander f-r-e-e... yeah By losing everything Is like the sun going down on me,1974
THE FORTUNES - HERE COMES THAT RAINY DAY FEELING AGAIN LYRICS,Here comes that rainy day feeling again And soon my tears they will be falling like rain It always seems to be a Monday Left over memories of Sunday always spent with you Before the clouds appeared and took away my sunshine  Here comes that rainy day feeling again And Ill be dreaming of you baby in vain Your face is always on my mind girl I hoping soon youre gonna find your way back tome Cause if you say youll stay the rainy days will go away  Misty morning eyes Im trying to disguise the way I feel But I just cant hide it people seem to know The loneliness will show Im thinking of my pride But breaking up inside  Here comes that rainy day feeling again And soon my tears they will be falling like rain It always seems to be a Monday Left over memories of Sunday always spent with you Before the clouds appeared and took away my sunshine  Here comes that rainy day feeling again Here comes that rainy day feeling again Here comes that rainy day feeling again,1971
ELECTRIC LIGHT ORCHESTRA - TURN TO STONE LYRICS,"The city streets are empty now (The lights dont shine no more) And so the songs are way down low (Turning, turning, turning) A sound that flows into my mind (The echoes of the daylight) Of everything that is alive (In my blue world)  I turn to stone When you are gone I turn to stone Turn to stone When you comin home I cant go on  The dying embers of the night (A fire that slowly fades till dawn) Still glow upon the wall so bright (Turning, turning, turning) The tired streets that hide away (From here to everywhere they go) Roll past my door into the day (In my blue world)  I turn to stone When you are gone I turn to stone Turn to stone When you comin home I cant go on Turn to stone When you are gone I turn to stone  Yes, Im turnin to stone Cause you aint comin home Why you aint comin home If Im turnin to stone? Youve been gone for so long And I cant carry on Yes, Im turnin, Im turnin Im turnin to stone  The dancing shadows on the wall (The two step in the hall) Are all I see since youve been gone (Turning, turning, turning) Through all I sit here and I wait (I turn to stone, I turn to stone) You will return again someday (To my blue world)  I turn to stone When you are gone I turn to stone Turn to stone When you comin home I cant go on Turn to stone When you are gone I turn to stone  I turn to stone When you are gone I turn to stone Turn to stone When you comin home I cant go on Turn to stone When you are gone I turn to stone",1978
DR. JOHN - RIGHT PLACE WRONG TIME LYRICS,I been in the right place But it must have been the wrong time Id have said the right thing But must have used the wrong line I been on the right trip But I must have used the wrong car Head is in a bad place and I wonder what its good for I been in the right place  But it must have been the wrong time My head is in a bad place But Im having such a good time I been running trying to get hung up in my mind Really got to give myself a good talking to this time  Just need a little brain salad surgery  Got to que my insecurity I been in the wrong place But it must have been the right time I been in the right place But it must have been the wrong song I been in the right vein But it seems like a wrong arm I been in the right world But it seems like wrong-wrong-wrong wrong-wrong Slipping dodging sneaking creeping hiding down the street See my life shaking with every who I meet Refried confusion is making itself clear Wonder which way do I go to get on out of here I been in the right place But it must have been the wrong time Id have said the right thing But I must have used the wrong line I took the right road But I must have took a wrong turn I took a right move But I made it at the wrong time I was in the right trip But I made it in the wrong car Head is in a good place and I wonder what its bad for,1973
MOCEDADES - ERES TU (TOUCH THE WIND) LYRICS,"Como una promesa, eres tÃº, eres tÃº Como una maÃ±ana de verano Como una sonrisa, eres tÃº, eres tÃº AsÃ­, asÃ­, eres tÃº  Toda mi esperanza, eres tÃº, eres tÃº Como lluvia fresca en mis manos Como fuerte brisa, eres tÃº, eres tÃº AsÃ­, asÃ­, eres tÃº  Eres tÃº como el agua de mi fuente (Algo asÃ­ eres tÃº) Eres tÃº el fuego de mi hogar Eres tÃº como el fuego de mi hoguera Eres tÃº el trigo de mi pan  Como mi poema, eres tÃº, eres tÃº Como una guitarra en la noche Todo mi horizonte eres tÃº, eres tÃº AsÃ­, asÃ­, eres tÃº  Eres tÃº como el agua de mi fuente (Algo asÃ­ eres tÃº) Eres tÃº el fuego de mi hogar Eres tÃº como el fuego de mi hoguera Eres tÃº el trigo de mi pan  Eres tÃº",1974
C.J. - DEVIL'S GUN LYRICS,"C.j. Miscellaneous Devils Gun DEVILS GUN C.J. & Co.  Fee fie fo fum Were looking down the barrel Of the devils gun Nowhere to run Weve gotta make the stand Against the devils gun  Fee fie fo fum Were looking down the barrel O the devils gun Nowhere to run Weve gotta make the stand Aainst the devils gun  Better make a move now Well, well you know there Ant no time to lose now Oh well, his fingers on the trigger Hes waiting to deliver Can we ever figure out the way T make the people shout Get a new direction Wellj, well, well another resurrection Well now dont wait hesitate Or its gonna be too late Flames are getting higher Got to jump out of the fire Hes watching us burn Hes watching us burn One day well learn One day well learn Fee fie fo fum",1977
THE TEMPTATIONS - PAPA WAS A ROLLING STONE LYRICS,"It was the third of Septemberthat day Ill always remember Cause that was the day that my daddy died I never got a chance to see him Never heard nothin but bad things about him Mama Im depending on you to tell me the truth  (Spoken) Mama just looked at him and said, Son  Papa was a rollin stone Wherever he laid his hat was his home And when his died All he left us was alone.  Hey, mama, I heard Papa call himself a jack of all trades Tell me, is that what sent Papa to an early grave? Folks say Papa would beg, borrow or steal to pay his bills Hey, Mama, folks say Papa was never much on thinkin Spend most of his time chasin women and drinkin Mama, Im depending on you to tell me the truth  Mama just hung her head and said, Son  Papa was a rollin stone Wherever he laid his hat was his home And when his died All he left us was alone.",1973
ELVIN BISHOP - FOOLED AROUND AND FELL IN LOVE LYRICS,"I must have been through about a million girls Id love em and Id leave em alone I didnt care how much they cried, no sir Their tears left me cold as a stone  But then I fooled around and fell in love I fooled around and fell in love I fooled around and fell in love I fooled around and fell in love  It used to be when Id see a girl that I liked Id get out my book and write down her name But when the grass got a little greener on the other side Id just tear out that page  But then I fooled around and fell in love I fooled around and fell in love Since I met you baby I fooled around and fell in love I fooled around and fell in love  Free, on my own thats the way I used to be But since I met you baby loves got a hold on me Ooh its got a hold on me now, hey I cant let go of you baby  I cant stop lovin you now, hey Cause I fooled around, fooled around, fooled around Fooled around, fooled around, fooled around, fell in love Fooled around, fooled around, yes I did Fooled around, fooled around, fooled around, I fell in love Fooled around, fooled around, fooled around, fell in love",1976
ACE - HOW LONG LYRICS,How long has this been going on? How long has this been going on? Well your friends with their fancy persuasion dont admit that its part of a scheme but I cant I cant help but have my suspicion cos I aint quite as dumb as I seem and you said he was never intending to break up our scene in this way but there aint any use in pretending it could happen to us any day.  How long has this been going on? How long has this been going on?  Oh your friends with ther fancy persuasion Dont admit it was part of their scene But I cant help but have my suspicion cos I aint quiye as dumb as I seem Oh you said you was never intending to break up our scene in this way but there aint any use in pretending it could happen to us any day How long has this been going on How long has this been going on How long  etc etc,1975
GLEN CAMPBELL - RHINESTONE COWBOY LYRICS,"Ive been walkin these streets so long Singin the same old song I know every crack in these dirty sidewalks of Broadway  Where hustles the name of the game And nice guys get washed away Like the snow and the rain  Theres been a load of compromisin On the road to my horizon But Im gonna be where the lights are shinin on me  Like a rhinestone cowboy Riding out on a horse in a star-spangled rodeo  Like a rhinestone cowboy Getting cards and letters from people I dont even know And offers comin over the phone  Well, I really dont mind the rain And a smile can hide all the pain But youre down when youre ridin the train thats takin the long way  And I dream of the things Ill do With a subway token And a dollar tucked inside my shoe  Therell be a load of compromisin On the road to my horizon But Im gonna be where the lights are shinin on me  Like a rhinestone cowboy Riding out on a horse in a star-spangled rodeo  Rhinestone cowboy Gettin cards and letters from people I dont even know And offers comin over the phone  Like a rhinestone cowboy Riding out on a horse in a star-spangled rodeo  Like a rhinestone cowboy Gettin card and letters from people I dont even know",1975
LABELLE - LADY MARMALADE LYRICS,"Hey sister, go sister, soul sister, go sister Hey sister, go sister, soul sister, go sister  He met Marmalade down in Old New Orleans Struttin her stuff on the street She said, Hello, hey Joe You wanna give it a go?  Gitchi gitchi ya ya da da Gitchi gitchi ya ya here Mocha chocolata, ya ya Creole Lady Marmalade  Voulez-vous coucher avec moi ce soir? Voulez-vous coucher avec moi?  He stayed in her boudoir While she freshened up That boy drank all that Magnolia wine On her black satin sheets Where he started to freak  Gitchi gitchi ya ya da da Gitchi gitchi ya ya here Mocha chocolata, ya ya Creole Lady Marmalade  Voulez-vous coucher avec moi ce soir? Voulez-vous coucher avec moi?  Hey, hey, hey Seeing her skin, feeling silky smooth Color of cafe au lait Made the savage beast inside Roaring until it cried, More, more, more!  Now hes at home doing 9 to 5 Living his brave life of lies But when he turns off to sleep All memories keep more, more, more  Gitchi gitchi ya ya da da da Gitchi gitchi ya ya here Mocha chocolata, ya ya Creole Lady Marmalade  Voulez-vous coucher avec moi ce soir? Voulez-vous coucher avec moi? Voulez-vous couchez avec moi ce soir? Creole Lady Marmalade  Voulez-vous coucher avec moi ce soir? Voulez-vous coucher avec moi? Voulez-vous couchez avec moi ce soir? Voulez-vous coucher avec moi?  Voulez-vous coucher avec moi ce soir? Voulez-vous coucher avec moi? Voulez-vous coucher avec moi ce soir? Voulez-vous coucher avec moi?  Gitchi gitchi ya ya da da Gitchi gitchi ya ya here Mocha chocolata, ya ya Gitchi gitchi ya ya here",1975
BARRY MANILOW - COPACABANA (AT THE COPA) LYRICS,"Her name was Lola, she was a showgirl With yellow feathers in her hair and a dress cut down to there She would merengue and do the cha-cha And while she tried to be a star, Tony always tended bar Across the crowded floor, they worked from eight til four They were young and they had each other Who could ask for more?  At the Copa, (Co) Copacabana (Copacabana) The hottest spot north of Havana, (here) At the Copa, (Co) Copacabana (Copacabana) Music and passion were always the fashion At the Copa ... they fell in love  His name was Rico, he wore a diamond He was escorted to his chair, he saw Lola dancin there And when she finished, he called her over But Rico went a bit too far, Tony sailed across the bar And then the punches flew and chairs were smashed in two There was blood and a single gun shot But just who shot who?  At the Copa, (Co) Copacabana (Copacabana) The hottest spot north of Havana (here) At the Copa, (Co) Copacabana (Copacabana) Music and passion were always the fashion At the Copa (scream) she lost her love (Copa, Copacabana)  Her name is Lola, she was a showgirl But that was thirty years ago, when they used to have a show Now its the disco, but not for Lola Still in the dress she used to wear, faded feathers in her hair She sits there so refined, and drinks herself half-blind She lost her youth and she lost her Tony Now shes lost her mind!  At the Copa, (Co) Copacabana (Copacabana) The hottest spot north of Havana, (here) At the Copa, (Co) Copacabana (Copacabana) Music and passion were always the fashion At the Copa ... dont fall in love Dont fall in love",1978
CAPTAIN & TENNILLE - LONELY NIGHT (ANGEL FACE) LYRICS,"Lonely Night, I cry myself to sleep Tell me, what am I gonna do   Cause its always been you to dry my tears Its always been you to wash away my fears Its always been you each night and day Now what can I say when love slips away?  Lonely night, Im walking the floor Tell me, what am I gonna do  Without your precious love, your tender touch Hey, Little Girl, I miss you so much Wish we could turn back the hands of time To the day when you were mine  You used to call me Angel Face Used to call me Angel Face You used to help me through the night Make me feel all right Now all I have is teardrops through a lonely night   I cant get ya out of my mind I cant get ya out of my mind I cant get ya out of my mind  I promise you Ill change my ways I promise you loves here to stay Hey, Little Girl, depend on me  Ill be yours for eternity  You used to call me Angel Face Used to call me Angel Face You used to help me through the night Make me feel all right Now all I have is teardrops through a lonely night  You used to call me Angel Face Used to call me Angel Face You used to help me through the night Make me feel all right Now all I have is teardrops through a lonely night  I cant get ya out of my mind I cant get ya out of my mind I cant get ya out of my mind I cant get ya out of my mind I cant get ya out of my mind I cant get ya out of my mind",1976
STEVIE WONDER - IF YOU REALLY LOVE ME LYRICS,"And if you really love me, wont you tell me? Yeah (And if you really love me, wont you tell me?) And if you really love me, wont you tell me? Yeah Then I wont have to be playing around  You call my name, oh so sweet To make your kiss incomplete When your mood is clear You quickly change your ways Then you say Im untrue What am I supposed to do Be a fool who sits alone waiting for you  But if you really love me wont you tell me? Yeah (But if you really love me wont you tell me?) And if you really love me wont you tell me? Yeah Then I wont have to be playing around  I see the light of your smile Calling me all the while You are saying baby Its time to go First the feelings alright Then its gone from sight So Im taking out this time to say  Oh, if you really love me, wont you tell me? Yeah (Oh, if you really love me, wont you tell me?) And if you really love me, wont you tell me? Baby tell me Then I wont have to be playing around, no Playing around no  Hey yeah Goofin around no Oh baby Playing around no Let me know how you feel, baby Hey oh baby Playing around no",1971
FRANK MILLS - MUSIC BOX DANCER LYRICS,"We move for all mankind A million miles from everything weve ever known Were on their hearts and minds A million heads are bowed to bring us safely home Hemmed in by emptiness A million ways that everything could be undone This hollow in my chest is filled with reasons Not to sing but I found one, I know We are not alone, we feel an unseen love We are sons and heirs of grace, we are children of A light that never dims, a love that never dies Keep your chin up child and wipe the tears from your eyes In sleep we saw ourselves A million years we had been waiting there it seems While someone weaves a spell A million stars look on in witness to our dreams, I know We are not alone, we feel an unseen love We are sons and heirs of grace, we are children of A light that never dims, a love that never dies Keep your chin up child and wipe the tears from your eyes We feel an unseen love We are children of light We are not alone, we feel an unseen love We are sons and heirs of grace, we are children of A light that never dims, a love that never dies Keep your chin up child and wipe the tears from your eyes I stand ready and tall, reflect the light",1979
JENNIFER WARNES - RIGHT TIME OF THE NIGHT LYRICS,"Sun goes down on a silky day Quarter moon walkin through the Milky Way Oh, you and me, baby We could think of somethin to do  Its the right time of the night The stars are winkin above Its the right time of the night For makin love  No use talkin when the shadows fall Nightbirds callin and he says it all Oh, you and me, baby We could think of somethin to do  Its the right time of the night The stars are winkin above Its the right time of the night For makin love  Ive got you, youve got me Tell you thats the way my momma Always said it should be Ill be cruel, youll be kind Well be bad if you dont mind  Its the right time of the night The stars are winkin above Its the right time of the night For makin love  Its the right time of the night The stars are winkin above Its the right time of the night Makin love  Its the right time of the night The stars are winkin above Its the right time of the night For makin love",1977
STYX - COME SAIL AWAY LYRICS,"Im sailing a-way Set an open course for the Virgin Sea Cuz I got to be free Free to face the life Thats ahead of me  On board, Im the captain So climb aboard Well search for tomorrow on every shore And Ill try, ohh Lord, Ill try To carry on  I look to the sea Reflections in the waves spark my memory Some happy, some sad I think of childhood friends and the dreams we had  Well live happily forever So the story goes But somehow we missed out On the pot of gold But well try Best that we can To carry on  A gathering of angels appeared above my head They sang to me this song of hope, and this is what they said They said come sail away, come sail away Come sail away with me Come sail away, come sail away Come sail away with me  I thought that they were angels, but to my surprise They climbed aboard their starship and headed for the skies Singing come sail away, come sail away Come sail away with me Come sail away, come sail away Come sail away with me",1978
BETTE MIDLER - DO YOU WANT TO DANCE LYRICS,"Do you wanna dance and hold my hand? Tell me youre my lover man Oh baby do you wanna dance? (Dance, dance)  We could dance under the moonlight Hug and kiss all through the night oh baby Tell me do you wanna dance with me baby?  Do you, do you, do you, do you want to dance? Do you, do you, do you want to dance? Do you, do you, do you, do you want to dance with me baby? Ahh thats right  Do you want to dance under the moonlight? Hug me, kiss me baby, all through the night Oh baby, baby, baby, baby, baby, baby Tell me do you want to dance?  Ohh do you, do you, do you, do you wanna dance? Do you want to dance? Do you, do you, do you, do you want to dance with me baby? You got to dance with me baby Please dance with me baby tonight  You, you got to dance with me baby",1973
